ID,plot,habitat,site,treatment,spec,species,genus,family,group,height,dweight,fweight,leafa,LDMC,SLA,wN,d15N,wC,d13C,CN_ratio
258,D5SF,meadow,5,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,11.6,0.03303333333333333,0.08873333333333333,4.362,0.3829067672290378,129.85065350720495,1.79,-1.88,45.48,-31.84,25.40782123
116,D5SF,meadow,5,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,6.8,0.051333333333333335,0.13263333333333333,6.270333333333333,0.38717019062208113,125.9913905353956,1.95,-1.16,45.85,-27.47,23.51282051
233,D5SF,meadow,5,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,3.3333333333333335,0.031100000000000003,0.0814,4.663,0.38270040403010713,149.39664097206057,1.73,0.8,46.2,-27.75,26.70520231
217,D5SF,meadow,5,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,12.033333333333333,0.08776666666666666,0.2714,9.946666666666667,0.3253200127525817,112.00653436247164,1.87,0.92,46.1,-28.66,24.65240642
124,D5SF,meadow,5,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,5.333333333333333,0.017766666666666667,0.046766666666666665,1.7693333333333332,0.3760169122479099,109.59140425755676,1.26,-7.09,52.46,-28.48,41.63492063
128,D5SF,meadow,5,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,5.333333333333333,0.017766666666666667,0.046766666666666665,1.7693333333333332,0.3760169122479099,109.59140425755676,1.61,-0.84,51.3,-30.82,31.86335404
159,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,5.333333333333333,0.14486666666666667,0.42136666666666667,16.170666666666666,0.35801534473831614,110.02053441154128,1.58,0.13,48.47,-30.4,30.67721519
184,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,4.566666666666666,0.05803333333333333,0.14706666666666668,5.219333333333333,0.3973050762308458,90.70029130226499,1.23,-0.83,50.17,-30.55,40.78861789
254,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,4.066666666666666,0.01693333333333333,0.07053333333333334,3.949,0.24199651033306052,233.9996355669072,4.58,-1.19,45.23,-29.31,9.875545852
284,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,9.633333333333335,0.019333333333333334,0.08310000000000001,3.5906666666666665,0.23017747111428147,190.03477281526062,3.58,-1,48.33,-31.21,13.5
285,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,4.966666666666667,0.007333333333333333,0.020433333333333335,1.0996666666666666,0.36642349555832937,150.20767669023482,1.7,-1.89,50.55,-28.62,29.73529412
NA,D5SF,meadow,5,snowfence,Pyrsp,NA,NA,NA,NA,2.533333333333333,0.06263333333333333,0.19726666666666667,9.286,0.31597496569302347,151.68096443452413,NA,NA,NA,NA,NA
NA,D5SF,meadow,5,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,1.9666666666666668,0.009899999999999999,0.05056666666666667,1.5146666666666666,0.19420290642013346,156.94531190202832,NA,NA,NA,NA,NA
138,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,10.200000000000001,0.0569,0.14363333333333334,5.814333333333334,0.4007453854221755,99.3172638978401,2.04,-0.41,47,-27.34,23.03921569
129,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,4.933333333333334,0.025966666666666666,0.06643333333333333,2.1246666666666667,0.3950733274864705,80.33497682284778,1.44,-3.49,51.59,-29.53,35.82638889
253,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,6.166666666666666,0.02766666666666667,0.1266,6.587,0.22625992835444453,233.01066669205434,4.63,-0.77,46.13,-29.89,9.963282937
160,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,4.733333333333333,0.08736666666666668,0.229,9.304,0.3755961357633616,111.51078049634586,1.45,-1.15,49.61,-30.01,34.2137931
216,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,8.4,0.040633333333333334,0.12453333333333333,4.341666666666667,0.32454766048883227,110.6216841559498,1.9,-0.77,47.51,-27.56,25.00526316
190,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,8.3,0.07893333333333333,0.31930000000000003,9.088333333333333,0.24759773865907458,115.3093583373616,2.7,-0.28,48.16,-26.75,17.83703704
117,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,8.033333333333333,0.047200000000000006,0.1363,8.477666666666668,0.3386571142566558,182.5154951954073,1.89,-2.03,45.92,-28.3,24.2962963
234,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,3.4333333333333336,0.0252,0.07453333333333334,4.325333333333333,0.3378377303198869,171.66378447190465,1.78,-1.62,45.51,-30.12,25.56741573
311,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,2.933333333333333,0.08463333333333334,0.23226666666666668,7.565666666666667,0.36045258483769615,90.59064771793798,1.79,-1.56,48.21,-30.97,26.93296089
273,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,7.2,0.05583333333333334,0.21133333333333332,6.112,0.2632000883683756,110.81472403776324,1.67,2.44,37.45,-28.59,22.4251497
312,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,4.1,0.0091,0.027466666666666667,1.2750000000000001,0.33101622577388623,140.6328944623072,1.12,0.19,49.6,-29.35,44.28571429
248,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,2,0.0229,0.06456666666666666,1.8866666666666667,0.3599774479913863,80.08903590908263,1.48,-0.58,39.6,-28.49,26.75675676
203,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,54,0.20373333333333332,0.49543333333333334,19.162333333333333,0.41281772281566326,94.62086453998069,2.26,-2.77,50.52,-28.84,22.3539823
313,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,8.266666666666666,0.16566666666666668,0.7967333333333333,23.620333333333335,0.20589353059688492,146.98383238414053,1.95,-2.35,44.79,-28.54,22.96923077
316,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,1.1333333333333333,0.0132,0.06813333333333334,1.517,0.1930006079311635,117.24359288570083,1.59,-0.95,40.08,-28.28,25.20754717
317,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,4.933333333333334,0.030166666666666668,0.09056666666666667,4.151,0.33221162286257266,140.03667617911805,2.17,-2.31,46.37,-30.14,21.36866359
139,D5C,meadow,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,11.666666666666666,0.06996666666666666,0.17246666666666666,5.18,0.4055190382429567,74.18520074960628,1.78,-0.21,47.96,-27.7,26.94382022
130,D2SF,meadow,2,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,2.8,0.024933333333333335,0.0628,1.8873333333333333,0.3982562999331292,75.63523844240723,1.48,-6.33,51.93,-28.08,35.08783784
158,D2SF,meadow,2,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,2.7,0.027866666666666668,0.0669,3.156,0.4149607274885104,114.94360476716125,1.06,-3.01,49.62,-30.95,46.81132075
215,D2SF,meadow,2,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,6.933333333333334,0.03496666666666667,0.10766666666666666,4.3740000000000006,0.322726004818055,128.16269966269965,1.57,-2.02,46.53,-28.81,29.63694268
189,D2SF,meadow,2,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,4.5,0.0341,0.13576666666666667,4.2893333333333334,0.25983062590512623,125.24219426144036,2.6,-2.47,47.55,-27.65,18.28846154
118,D2SF,meadow,2,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,5.633333333333334,0.0375,0.09686666666666667,5.671666666666667,0.3855737892033317,153.77261533161135,1.5,0.36,45.39,-28,30.26
318,D2SF,meadow,2,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.43333333333333335,0.011866666666666666,0.15166666666666667,3.622333333333333,0.07601322080294563,318.5259529294617,1.09,-0.83,46.07,-30.83,42.26605505
235,D2SF,meadow,2,snowfence,Carcap,Carex capillaris,Carex,Cyperaceae,G,3.3333333333333335,0.022633333333333335,0.0686,4.2203333333333335,0.3247082855863717,180.93911395143712,1.4,-0.82,45.53,-29.9,32.52142857
236,D2SF,meadow,2,snowfence,Carcap,Carex capillaris,Carex,Cyperaceae,G,3.3333333333333335,0.022633333333333335,0.0686,4.2203333333333335,0.3247082855863717,180.93911395143712,1.27,0.83,45.78,-28.07,36.04724409
208,D2SF,meadow,2,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,2.1,0.01983333333333333,0.04733333333333333,1.7623333333333335,0.40981437143402977,94.14248371306195,1.7,-6.63,51.13,-27.75,30.07647059
241,D2SF,meadow,2,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,10.333333333333334,0.08846666666666667,0.20583333333333334,6.780666666666667,0.42738241331032434,77.74808248926584,1.48,-2.51,50.8,-28.8,34.32432432
104,D2SF,meadow,2,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,5.3,0.016033333333333333,0.04216666666666667,1.7243333333333333,0.3803359447464176,107.47478247478247,1.64,1.47,45.71,-28.27,27.87195122
262,D2SF,meadow,2,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,2.1333333333333333,0.014366666666666666,0.04413333333333334,1.535,0.33360346315803935,103.92082386793882,1.33,-0.97,45.65,-28.82,34.32330827
140,D2SF,meadow,2,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,10.700000000000001,0.11056666666666667,0.2863,7.471,0.38827338256851474,67.26945127847013,1.77,-0.17,46.53,-27.49,26.28813559
319,D2SF,meadow,2,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,1.0666666666666667,0.013533333333333333,0.0547,1.0266666666666666,0.24476685631363335,76.6786972816956,0.98,-0.82,40.52,-27.57,41.34693878
228,D2SF,meadow,2,snowfence,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,4.266666666666667,0.04716666666666667,0.11943333333333334,4.148,0.39718494974149304,88.39883102698315,1.42,-3.38,49.13,-30.03,34.59859155
NA,D2SF,meadow,2,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,6.866666666666666,0.017233333333333333,0.045899999999999996,2.614,0.3756936665087091,149.73424145299145,NA,NA,NA,NA,NA
247,D2SF,meadow,2,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,3.033333333333333,0.020366666666666665,0.0526,1.1973333333333334,0.388760403835131,62.83904849211761,1.47,1.09,40.18,-27.89,27.33333333
NA,D2SF,meadow,2,snowfence,Castet,Cassiope tetragona,Cassiope,Ericaceae,eS,5.4,0.0085,0.0196,0.689,0.43367346938775514,81.05882352941175,NA,NA,NA,NA,NA
131,D2C,meadow,2,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,2.9,0.018033333333333332,0.04126666666666667,1.206,0.43425095134169556,66.75873891728146,1.07,-6.08,51.61,-28.73,48.23364486
214,D2C,meadow,2,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,3.7333333333333334,0.0165,0.04933333333333333,2.24,0.3246794827583942,149.10519153024057,1.48,-0.46,48.68,-28.77,32.89189189
188,D2C,meadow,2,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,5.933333333333334,0.034333333333333334,0.1193,3.469333333333333,0.28188595325519605,103.9292158190122,2.14,-0.48,48.33,-27.85,22.58411215
119,D2C,meadow,2,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,9.6,0.06526666666666667,0.1768,8.962666666666667,0.36841224273217915,144.71724837223434,1.84,0.67,46.77,-28.01,25.41847826
320,D2C,meadow,2,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.4666666666666667,0.0066,0.09273333333333333,2.342,0.07107411762331743,355.7102635754708,0.88,0.03,44.38,-31.39,50.43181818
207,D2C,meadow,2,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,2.9333333333333336,0.016733333333333333,0.0431,1.6286666666666665,0.38865624231938367,99.83664282577325,1.82,-6.25,52.46,-28.05,28.82417582
261,D2C,meadow,2,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0.9666666666666667,0.011566666666666666,0.037733333333333334,1.3243333333333334,0.3058658893482603,114.78120535378599,1.53,-0.27,46.47,-28.2,30.37254902
143,D2C,meadow,2,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,11.266666666666666,0.07943333333333333,0.20266666666666666,5.799,0.3925724483215772,72.96385278427893,1.82,-0.29,47.35,-26.76,26.01648352
202,D2C,meadow,2,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,15,0.1115,0.26613333333333333,11.346666666666666,0.41883132127463013,101.47644167617483,1.81,-0.41,50.52,-29.56,27.91160221
321,D2C,meadow,2,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,3.2666666666666666,0.0047666666666666664,0.013266666666666666,0.6756666666666666,0.36065733847991915,141.72192414431083,1.33,-2.89,50.44,-30.15,37.92481203
229,D2C,meadow,2,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,3.533333333333333,0.020233333333333332,0.049666666666666665,1.7616666666666667,0.4063996298765206,87.5280964559737,1.49,-0.81,49.32,-29.99,33.10067114
246,D2C,meadow,2,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,3.966666666666667,0.03266666666666666,0.08633333333333333,2.0233333333333334,0.37445488108096214,62.693677162266894,1.45,3.07,41.07,-28.16,28.32413793
132,D1SF,meadow,1,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,3.066666666666667,0.019733333333333332,0.04666666666666667,2.093,0.42260366995844173,105.81407567606054,1.45,-5.9,52.46,-28.56,36.17931034
157,D1SF,meadow,1,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,4.466666666666667,0.07573333333333333,0.18003333333333332,6.612666666666667,0.4169371602525254,89.62279164132532,1.13,-3.75,49.21,-30.78,43.54867257
213,D1SF,meadow,1,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,6.8,0.031433333333333334,0.0998,4.698333333333333,0.3139292942037904,152.2935152575132,1.28,-3.09,46.3,-28.38,36.171875
187,D1SF,meadow,1,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,6.666666666666667,0.034466666666666666,0.14136666666666667,3.856666666666667,0.2449305332336199,109.11002246023136,2.41,-3.56,46.06,-27.69,19.1120332
120,D1SF,meadow,1,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,8.566666666666666,0.0378,0.10746666666666667,5.547,0.37363464175836575,149.3441229410784,1.86,-2.06,45.97,-27.88,24.71505376
275,D1SF,meadow,1,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,14.7,0.10086666666666666,0.3768333333333333,12.279,0.2670739262799591,121.25817571318676,1.57,2.3,36.83,-27.61,23.45859873
260,D1SF,meadow,1,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,2.2333333333333334,0.018666666666666665,0.05556666666666667,2.238,0.3358323909369696,118.34620343329412,1.17,-1.01,46.48,-26.5,39.72649573
201,D1SF,meadow,1,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,23.233333333333334,0.14253333333333332,0.36946666666666667,13.302666666666667,0.3777399401255031,97.81120590944131,2.32,-4.22,49.58,-27.52,21.37068966
141,D1SF,meadow,1,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,10.9,0.0903,0.23383333333333334,9.192666666666668,0.3838699411491949,102.89932550235164,1.63,-2.66,47.53,-27.56,29.1595092
314,D1SF,meadow,1,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,1.9666666666666668,0.013233333333333333,0.052700000000000004,1.3573333333333333,0.2523240267077055,102.75952008346374,0.93,-2.44,42.85,-27.86,46.07526882
NA,D1SF,meadow,1,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,4.533333333333333,0.019200000000000002,0.050833333333333335,3.3533333333333335,0.36991629018827377,182.9114821815684,NA,NA,NA,NA,NA
245,D1SF,meadow,1,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,4.9,0.030433333333333333,0.0786,2.306,0.3889527337608744,70.48329864208543,1.18,-0.69,39.11,-28.01,33.1440678
212,D1C,meadow,1,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,6.6,0.0237,0.07013333333333333,3.9266666666666667,0.33524225078295977,172.3915390821124,1.3,-3.83,47.61,-29.41,36.62307692
186,D1C,meadow,1,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,6.133333333333333,0.048433333333333335,0.1724,5.978666666666666,0.2813209995057983,123.16327080557726,2.33,-2.86,47.54,-27.99,20.40343348
121,D1C,meadow,1,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,6.466666666666667,0.0387,0.09396666666666667,5.317666666666666,0.4121456949684137,146.95971825856543,1.65,-1.95,45.27,-27.76,27.43636364
200,D1C,meadow,1,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,17.4,0.21910000000000002,0.5527333333333333,21.171666666666667,0.3947252261568848,98.22347924818455,1.73,-3.34,49.44,-28.61,28.57803468
274,D1C,meadow,1,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,12.166666666666666,0.08020000000000001,0.29466666666666663,10.280333333333333,0.27333919650877425,119.3041680689138,1.9,1.88,37.93,-27.97,19.96315789
259,D1C,meadow,1,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,2.7333333333333334,0.020466666666666668,0.06186666666666667,2.5693333333333332,0.3372574131086199,122.72010929687154,1.23,-1.45,46.5,-27.7,37.80487805
142,D1C,meadow,1,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,7.6,0.03403333333333333,0.08666666666666667,3.3146666666666667,0.3931895912389894,100.98393163911159,1.39,-2.68,46.86,-27.71,33.71223022
133,D1C,meadow,1,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,3.8666666666666667,0.026166666666666664,0.05503333333333333,1.671,0.47844906174164265,66.83301199373079,1.19,-7.48,52.8,-28.43,44.3697479
161,D1C,meadow,1,control,Cardio,Carex dioica,Carex,Cyperaceae,G,5.866666666666667,0.011366666666666667,0.022933333333333333,1.198,0.4967313306716622,105.6049881049881,1.41,0.85,46.43,-27.7,32.92907801
NA,D1C,meadow,1,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,5,0.0163,0.045233333333333334,3.6123333333333334,0.36246939717509163,225.6897405640427,NA,NA,NA,NA,NA
185,D1C,meadow,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,3.966666666666667,0.0293,0.0641,2.373333333333333,0.45661600604950975,79.85928006698863,1.02,-8.87,50.91,-29.88,49.91176471
315,D1C,meadow,1,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,4.066666666666666,0.0058,0.014833333333333334,0.8706666666666667,0.3871495030953788,146.022568022568,0.95,-0.84,50.1,-30.5,52.73684211
NA,D1SF,meadow,1,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,3.7666666666666666,0.005566666666666667,0.0165,0.9133333333333333,0.3403972085017213,165.41928721174003,NA,NA,NA,NA,NA
