plot,habitat,site,treatment,spec,species,genus,family,group,hits,cover
E4C,heath,4,control,Equarv,Equisetum arvense,Equisetum,Equisetaceae,F,0,0
E5SF,heath,5,snowfence,Equarv,Equisetum arvense,Equisetum,Equisetaceae,F,2,0.45351473922902497
E5C,heath,5,control,Equarv,Equisetum arvense,Equisetum,Equisetaceae,F,0,0
X1SF,ridge,1,snowfence,Equarv,Equisetum arvense,Equisetum,Equisetaceae,F,0,0
X1C,ridge,1,control,Equarv,Equisetum arvense,Equisetum,Equisetaceae,F,0,0
X2SF,ridge,2,snowfence,Equarv,Equisetum arvense,Equisetum,Equisetaceae,F,0,0
X2C,ridge,2,control,Equarv,Equisetum arvense,Equisetum,Equisetaceae,F,0,0
X3SF,ridge,3,snowfence,Equarv,Equisetum arvense,Equisetum,Equisetaceae,F,0,0
X3C,ridge,3,control,Equarv,Equisetum arvense,Equisetum,Equisetaceae,F,0,0
X4SF,ridge,4,snowfence,Equarv,Equisetum arvense,Equisetum,Equisetaceae,F,0,0
X4C,ridge,4,control,Equarv,Equisetum arvense,Equisetum,Equisetaceae,F,0,0
X5SF,ridge,5,snowfence,Equarv,Equisetum arvense,Equisetum,Equisetaceae,F,0,0
X5C,ridge,5,control,Equarv,Equisetum arvense,Equisetum,Equisetaceae,F,0,0
D1SF,meadow,1,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,5,1.1337868480725624
D1C,meadow,1,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,31,7.029478458049887
D2SF,meadow,2,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
D2C,meadow,2,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
D3SF,meadow,3,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
D3C,meadow,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
D4SF,meadow,4,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
D4C,meadow,4,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
D5SF,meadow,5,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,19,4.308390022675737
E1SF,heath,1,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
E1C,heath,1,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
E2SF,heath,2,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
E2C,heath,2,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,9,2.0408163265306123
E3SF,heath,3,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,13,2.947845804988662
E4SF,heath,4,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,2,0.45351473922902497
E4C,heath,4,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
E5SF,heath,5,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,14,3.1746031746031744
E5C,heath,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
X1SF,ridge,1,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
X1C,ridge,1,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
X2SF,ridge,2,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
X2C,ridge,2,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
X3SF,ridge,3,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
X3C,ridge,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
X4SF,ridge,4,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
X4C,ridge,4,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
X5SF,ridge,5,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
X5C,ridge,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,0,0
D1SF,meadow,1,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,7,1.5873015873015872
D1C,meadow,1,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
D2SF,meadow,2,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,14,3.1746031746031744
D2C,meadow,2,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,25,5.6689342403628125
D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,24,5.442176870748299
D3C,meadow,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,1,0.22675736961451248
D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,3,0.6802721088435374
D4C,meadow,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,2,0.45351473922902497
D5SF,meadow,5,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,26,5.895691609977324
E1SF,heath,1,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
E1C,heath,1,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
E2SF,heath,2,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
E2C,heath,2,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
E3SF,heath,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,2,0.45351473922902497
E4SF,heath,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,3,0.6802721088435374
E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,61,13.83219954648526
E5SF,heath,5,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,29,6.575963718820861
E5C,heath,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
X1SF,ridge,1,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
X1C,ridge,1,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
X2SF,ridge,2,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
X2C,ridge,2,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
X3SF,ridge,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
X3C,ridge,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
X4SF,ridge,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
X4C,ridge,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
X5SF,ridge,5,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
X5C,ridge,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0,0
D1SF,meadow,1,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
D1C,meadow,1,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
D2SF,meadow,2,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
D2C,meadow,2,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,6,1.3605442176870748
D3C,meadow,3,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
D4SF,meadow,4,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
D4C,meadow,4,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
D5SF,meadow,5,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
D5C,meadow,5,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
E1SF,heath,1,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
E1C,heath,1,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
E2SF,heath,2,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
E2C,heath,2,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
E3SF,heath,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
E3C,heath,3,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
E4SF,heath,4,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
E4C,heath,4,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
E5SF,heath,5,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
E5C,heath,5,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
X1SF,ridge,1,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
X1C,ridge,1,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
X2SF,ridge,2,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
X2C,ridge,2,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
X3SF,ridge,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
X3C,ridge,3,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
X4SF,ridge,4,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
X4C,ridge,4,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
X5SF,ridge,5,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
X5C,ridge,5,control,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,0,0
D1SF,meadow,1,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
D1C,meadow,1,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
D2SF,meadow,2,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
D2C,meadow,2,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
D3SF,meadow,3,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
D3C,meadow,3,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
D4SF,meadow,4,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
D4C,meadow,4,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,1,0.22675736961451248
D5C,meadow,5,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
E1SF,heath,1,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
E1C,heath,1,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
E2SF,heath,2,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
E2C,heath,2,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
E3SF,heath,3,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
E3C,heath,3,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
E4SF,heath,4,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
E4C,heath,4,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,1,0.22675736961451248
E5SF,heath,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
E5C,heath,5,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
X1SF,ridge,1,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
X1C,ridge,1,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
X2SF,ridge,2,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
X2C,ridge,2,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
X3SF,ridge,3,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
X3C,ridge,3,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
X4SF,ridge,4,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
X4C,ridge,4,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
X5SF,ridge,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
X5C,ridge,5,control,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,0,0
D1SF,meadow,1,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
D1C,meadow,1,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
D2SF,meadow,2,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
D2C,meadow,2,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
D3SF,meadow,3,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
D3C,meadow,3,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
D4SF,meadow,4,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
D4C,meadow,4,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
D5SF,meadow,5,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,21,4.761904761904762
D5C,meadow,5,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
E1SF,heath,1,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,109,24.71655328798186
E1C,heath,1,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,2,0.45351473922902497
E2SF,heath,2,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
E2C,heath,2,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
E3SF,heath,3,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
E3C,heath,3,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
E4SF,heath,4,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,35,7.936507936507936
E4C,heath,4,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,1,0.22675736961451248
E5SF,heath,5,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
E5C,heath,5,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,2,0.45351473922902497
X1SF,ridge,1,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,1,0.22675736961451248
X1C,ridge,1,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
X2SF,ridge,2,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
X2C,ridge,2,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
X3SF,ridge,3,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
X3C,ridge,3,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
X4SF,ridge,4,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
X4C,ridge,4,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
X5SF,ridge,5,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
X5C,ridge,5,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,0,0
D1SF,meadow,1,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,3,0.6802721088435374
D1C,meadow,1,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,4,0.9070294784580499
D2SF,meadow,2,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
D2C,meadow,2,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,4,0.9070294784580499
D3SF,meadow,3,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
D3C,meadow,3,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,3,0.6802721088435374
D4SF,meadow,4,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
D4C,meadow,4,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,2,0.45351473922902497
D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,11,2.494331065759637
E1SF,heath,1,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
E1C,heath,1,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
E2SF,heath,2,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
E2C,heath,2,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
E3SF,heath,3,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
E3C,heath,3,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
E4SF,heath,4,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
E4C,heath,4,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
E5SF,heath,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
E5C,heath,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
X1SF,ridge,1,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
X1C,ridge,1,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
X2SF,ridge,2,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
X2C,ridge,2,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
X3SF,ridge,3,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
X3C,ridge,3,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
X4SF,ridge,4,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
X4C,ridge,4,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
X5SF,ridge,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
X5C,ridge,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,0,0
D1SF,meadow,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
D1C,meadow,1,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
D2SF,meadow,2,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
D2C,meadow,2,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
D3SF,meadow,3,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
D3C,meadow,3,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
D4SF,meadow,4,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
D4C,meadow,4,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
D5SF,meadow,5,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
D5C,meadow,5,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
E1SF,heath,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
E1C,heath,1,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
E2SF,heath,2,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
E2C,heath,2,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
E3SF,heath,3,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
E3C,heath,3,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
E4SF,heath,4,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
E4C,heath,4,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
E5SF,heath,5,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
E5C,heath,5,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,5,1.1337868480725624
X1C,ridge,1,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
X2SF,ridge,2,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
X2C,ridge,2,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,1,0.22675736961451248
X3SF,ridge,3,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,2,0.45351473922902497
X3C,ridge,3,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
X4SF,ridge,4,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,6,1.3605442176870748
X4C,ridge,4,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
X5SF,ridge,5,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,1,0.22675736961451248
X5C,ridge,5,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,0,0
D1SF,meadow,1,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
D1C,meadow,1,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
D2SF,meadow,2,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
D2C,meadow,2,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
D3SF,meadow,3,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
D3C,meadow,3,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
D4SF,meadow,4,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
D4C,meadow,4,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
D5SF,meadow,5,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
D5C,meadow,5,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
E1SF,heath,1,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
E1C,heath,1,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
E2SF,heath,2,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
E2C,heath,2,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,30,6.802721088435375
E3SF,heath,3,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
E3C,heath,3,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
E4SF,heath,4,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
E4C,heath,4,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
E5SF,heath,5,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
E5C,heath,5,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
X1SF,ridge,1,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
X1C,ridge,1,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
X2SF,ridge,2,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
X2C,ridge,2,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
X3SF,ridge,3,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
X3C,ridge,3,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
X4SF,ridge,4,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
X4C,ridge,4,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
X5SF,ridge,5,snowfence,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
X5C,ridge,5,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,0,0
D1SF,meadow,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
D1C,meadow,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
D2SF,meadow,2,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
D2C,meadow,2,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
D3SF,meadow,3,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
D3C,meadow,3,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
D4SF,meadow,4,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
D4C,meadow,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
D5SF,meadow,5,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
D5C,meadow,5,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
E1SF,heath,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
E1C,heath,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
E2SF,heath,2,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
E2C,heath,2,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
E3SF,heath,3,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
E3C,heath,3,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
E4SF,heath,4,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
E4C,heath,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
E5SF,heath,5,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,20,4.535147392290249
E5C,heath,5,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,3,0.6802721088435374
X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,43,9.750566893424036
X2SF,ridge,2,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,30,6.802721088435375
X2C,ridge,2,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,35,7.936507936507936
