code,plot,habitat,site,treatment,spec,species,genus,family,group,trait,trait_value
114,X5SF,ridge,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,fweight,0.0261
114,X5SF,ridge,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,dweight,0.0108
114,X5SF,ridge,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,leafa,0.811
114,X5SF,ridge,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,LDMC,0.41379310344827586
114,X5SF,ridge,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,SLA,75.0925925925926
115,X5SF,ridge,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,height,1.4
115,X5SF,ridge,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,fweight,0.0244
115,X5SF,ridge,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,dweight,0.01
115,X5SF,ridge,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,leafa,0.936
115,X5SF,ridge,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,LDMC,0.40983606557377045
115,X5SF,ridge,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,SLA,93.60000000000001
116,E4C,heath,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,height,5.4
116,E4C,heath,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,fweight,0.0959
116,E4C,heath,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,dweight,0.0312
116,E4C,heath,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,leafa,2.197
116,E4C,heath,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,LDMC,0.32533889468196037
116,E4C,heath,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,SLA,70.41666666666667
117,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,height,3.1
117,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,fweight,0.0841
117,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,dweight,0.0256
117,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,leafa,3.52
117,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,LDMC,0.3043995243757432
117,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,SLA,137.5
118,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,height,3.6
118,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,fweight,0.1358
118,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,dweight,0.0465
118,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,leafa,5.737
118,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,LDMC,0.34241531664212077
118,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,SLA,123.3763440860215
119,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,height,7.5
119,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,fweight,0.1894
119,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,dweight,0.0614
119,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,leafa,6.609
119,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,LDMC,0.324181626187962
119,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,SLA,107.63843648208469
120,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,height,5.8
120,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,fweight,0.1886
120,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,dweight,0.0356
120,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,leafa,9.51
120,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,LDMC,0.1887592788971368
120,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,SLA,267.13483146067415
121,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,height,6.3
121,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,fweight,0.0786
121,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,dweight,0.0172
121,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,leafa,4.558
121,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,LDMC,0.2188295165394402
121,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,SLA,265
122,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,height,5.6
122,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,fweight,0.098
122,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,dweight,0.0816
122,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,leafa,5.555
122,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,LDMC,0.8326530612244898
122,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,SLA,68.07598039215685
123,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,height,9
123,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,fweight,0.4323
123,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,dweight,0.088
123,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,leafa,10.777
123,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,LDMC,0.2035623409669211
123,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,SLA,122.4659090909091
124,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,height,7.7
124,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,fweight,0.2118
124,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,dweight,0.0538
124,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,leafa,6.254
124,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,LDMC,0.25401322001888577
124,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,SLA,116.24535315985129
125,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,height,7.5
125,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,fweight,0.1001
125,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,dweight,0.0249
125,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,leafa,3.384
125,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,LDMC,0.24875124875124874
125,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,SLA,135.90361445783134
126,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,height,12.6
126,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,fweight,0.0836
126,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,dweight,0.0295
126,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,leafa,5.057
126,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,LDMC,0.35287081339712917
126,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,SLA,171.42372881355934
127,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,height,15.2
127,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,fweight,0.0884
127,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,dweight,0.0354
127,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,leafa,5.381
127,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,LDMC,0.40045248868778277
127,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,SLA,152.00564971751413
128,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,height,20.5
128,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,fweight,0.0511
128,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,dweight,0.0179
128,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,leafa,2.918
128,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,LDMC,0.350293542074364
128,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,SLA,163.01675977653633
129,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,height,9.4
129,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,fweight,0.1131
129,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,dweight,0.0383
129,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,leafa,6.221
129,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,LDMC,0.3386383731211317
129,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,SLA,162.42819843342036
130,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,height,9.5
130,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,fweight,0.125
130,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,dweight,0.0404
130,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,leafa,7.076
130,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,LDMC,0.3232
130,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,SLA,175.14851485148515
131,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,height,11.3
131,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,fweight,0.1413
131,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,dweight,0.0484
131,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,leafa,7.784
131,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,LDMC,0.3425336164189667
131,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,SLA,160.82644628099175
132,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,height,5.2
132,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,fweight,0.0594
132,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,dweight,0.0191
132,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,leafa,1.927
132,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,LDMC,0.32154882154882153
132,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,SLA,100.89005235602095
133,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,height,6.7
133,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,fweight,0.1443
133,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,dweight,0.0454
133,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,leafa,4.385
133,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,LDMC,0.3146223146223146
133,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,SLA,96.58590308370043
134,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,height,4.4
134,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,fweight,0.0617
134,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,dweight,0.0292
134,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,leafa,1.857
134,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,LDMC,0.47325769854132904
134,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,SLA,63.5958904109589
135,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,height,6.6
135,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,fweight,0.1326
135,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,dweight,0.0343
135,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,leafa,5.101
135,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,LDMC,0.2586726998491704
135,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,SLA,148.71720116618076
136,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,height,5.9
136,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,fweight,0.1077
136,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,dweight,0.0278
136,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,leafa,4.224
136,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,LDMC,0.2581244196843082
136,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,SLA,151.9424460431655
137,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,height,5.1
137,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,fweight,0.1327
137,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,dweight,0.0362
137,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,leafa,5.005
137,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,LDMC,0.2727957799547852
137,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,SLA,138.2596685082873
138,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,height,12.4
138,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,fweight,0.2801
138,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,dweight,0.0766
138,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,leafa,9.653
138,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,LDMC,0.27347375937165297
138,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,SLA,126.0182767624021
139,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,height,13.6
139,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,fweight,0.4803
139,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,dweight,0.1304
139,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,leafa,16.676
139,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,LDMC,0.2714969810535082
139,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,SLA,127.88343558282209
140,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,height,12.6
140,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,fweight,0.2286
140,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,dweight,0.0589
140,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,leafa,7.374
140,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,LDMC,0.25765529308836393
140,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,SLA,125.19524617996603
141,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,height,15.8
141,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,fweight,0.0374
141,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,dweight,0.014
141,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,leafa,2.815
141,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,LDMC,0.37433155080213903
141,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,SLA,201.07142857142856
142,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,height,12.6
142,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,fweight,0.0636
142,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,dweight,0.0273
142,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,leafa,2.86
142,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,LDMC,0.42924528301886794
142,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,SLA,104.76190476190476
143,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,height,17.6
143,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,fweight,0.0677
143,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,dweight,0.0277
143,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,leafa,4.006
143,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,LDMC,0.40915805022156576
143,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,SLA,144.62093862815885
144,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,height,6.3
144,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,fweight,0.1304
144,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,dweight,0.0648
144,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,leafa,3.076
144,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,LDMC,0.49693251533742333
144,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,SLA,47.46913580246914
145,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,height,10.2
145,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,fweight,0.1621
145,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,dweight,0.0672
145,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,leafa,4.427
145,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,LDMC,0.41455891425046265
145,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,SLA,65.87797619047619
146,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,height,8.5
146,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,fweight,0.1043
146,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,dweight,0.0405
146,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,leafa,3.518
146,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,LDMC,0.3883029721955896
146,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,SLA,86.86419753086419
147,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,height,4.3
147,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,fweight,0.0413
147,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,dweight,0.0176
147,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,leafa,1.161
147,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,LDMC,0.4261501210653753
147,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,SLA,65.9659090909091
148,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,height,5.6
148,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,fweight,0.04487
148,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,dweight,0.0196
148,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,leafa,1.265
148,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,LDMC,0.4368174726989079
148,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,SLA,64.5408163265306
149,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,height,5.8
149,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,fweight,0.0641
149,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,dweight,0.0258
149,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,leafa,1.923
149,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,LDMC,0.40249609984399376
149,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,SLA,74.53488372093024
150,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,height,25
150,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,fweight,0.3461
150,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,dweight,0.1448
150,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,leafa,11.69
150,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,LDMC,0.41837619185206587
150,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,SLA,80.73204419889501
151,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,height,31
151,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,fweight,0.6224
151,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,dweight,0.2273
151,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,leafa,20.405
151,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,LDMC,0.3651992287917738
151,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,SLA,89.77122745270567
152,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,height,32
152,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,fweight,0.8722
152,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,dweight,0.3348
152,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,leafa,32.017
152,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,LDMC,0.38385691355193763
152,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,SLA,95.63022700119475
153,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,height,9.2
153,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,fweight,0.1036
153,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,dweight,0.0414
153,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,leafa,2.665
153,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,LDMC,0.3996138996138996
153,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,SLA,64.3719806763285
154,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,height,8.3
154,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,fweight,0.0977
154,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,dweight,0.0369
154,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,leafa,2.672
154,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,LDMC,0.3776867963152508
154,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,SLA,72.41192411924119
155,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,height,5.6
155,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,fweight,0.1041
155,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,dweight,0.04
155,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,leafa,2.825
155,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,LDMC,0.38424591738712777
155,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,SLA,70.625
156,E3SF,heath,3,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,height,20.2
156,E3SF,heath,3,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,fweight,0.1175
