code,plot,habitat,site,treatment,spec,species,genus,family,group,height,fweight,dweight,leafa,LDMC,SLA
E3C2,E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,6.2,0.0446,0.0187,2.17789887,0.4192825112107624,116.46518021390374
E3C3,E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,5.9,0.0558,0.0238,2.887521322,0.42652329749103945,121.32442529411763
E3C4,E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,5.7,0.0795,0.0297,4.321873292,0.3735849056603774,145.51761925925928
E3C5,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,18.4,0.0805,0.0357,4.451048517,0.4434782608695652,124.67923016806722
E3C6,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,11.9,0.0641,0.0281,4.015941646,0.43837753510140404,142.9160728113879
E3C7,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,18.2,0.1366,0.0613,5.633357766,0.44875549048316254,91.89816910277324
E3C8,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,16.7,0.0536,0.0244,2.917771584,0.45522388059701496,119.58080262295081
E3C9,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,6.3,0.0794,0.0383,3.347161693,0.482367758186398,87.393255691906
E3C10,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,7.8,0.0237,0.0099,0.930051688,0.41772151898734183,93.94461494949495
E3C11,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,7,0.0408,0.0197,1.799315111,0.4828431372549019,91.33579243654823
E3C12,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,8.5,0.094,0.0436,3.632985637,0.46382978723404256,83.32535864678898
D1SFa,D1SF,meadow,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,6.1,0.1441,0.0624,6.518015996,0.4330326162387231,104.45538455128205
D1SFb,D1SF,meadow,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,26,0.0577,0.0268,3.212233576,0.464471403812825,119.85946179104478
D1SFc,D1SF,meadow,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,4.1,0.0402,0.0156,2.09612484,0.3880597014925373,134.36697692307692
E2Ca,E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,6.4,0.0871,0.0323,4.482947808,0.3708381171067739,138.79095380804952
E2Cb,E2C,heath,2,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,4.7,0.0352,0.0137,1.802344137,0.3892045454545454,131.55796620437957
E2Cc,E2C,heath,2,control,Betnan,Betula nana,Betula,Betulaceae,dS,7.7,0.0518,0.0217,2.71660747,0.4189189189189189,125.18928433179724
E2Cd,E2C,heath,2,control,Betnan,Betula nana,Betula,Betulaceae,dS,18.3,0.0612,0.0274,2.67047853,0.4477124183006536,97.4627200729927
E2Ce,E2C,heath,2,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,7.1,0.0746,0.0365,2.930424462,0.48927613941018766,80.28560169863015
E2Cf,E2C,heath,2,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,11.3,0.0997,0.053,3.767536981,0.5315947843530592,71.08560341509434
X1SFa,X1SF,ridge,1,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,3.4,0.0373,0.0133,1.969565738,0.35656836461126,148.08764947368422
X1SFb,X1SF,ridge,1,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,26.3,0.1305,0.0543,6.741025873,0.4160919540229885,124.14412289134438
X1SFc,X1SF,ridge,1,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,8.7,0.0966,0.0505,3.7983795,0.5227743271221532,75.21543564356435
X5SF1,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,2.9,0.0683,0.031,3.428272498,0.4538799414348463,110.58943541935484
X5SF2,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,3.6,0.0592,0.0249,2.984492096,0.42060810810810806,119.85912032128515
X5SF3,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,2.1,0.0575,0.0235,2.766876402,0.408695652173913,117.73942136170213
X5SF4,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,2.2,0.0795,0.0362,3.950457906,0.45534591194968554,109.12867143646407
X5SF5,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,3.8,0.0528,0.025,2.603363826,0.4734848484848485,104.13455303999999
X5SF6,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,4.9,0.0417,0.02,2.226877482,0.47961630695443647,111.3438741
X5SF7,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,4.4,0.0619,0.0274,3.513021361,0.44264943457189015,128.21245843065694
X5SF8,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,4.2,0.0566,0.026,3.080997709,0.45936395759717313,118.49991188461539
X5SF9,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,2.5,0.035,0.0193,1.449477101,0.5514285714285714,75.10244046632124
X5SF10,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,2.7,0.0495,0.0242,2.105264822,0.4888888888888889,86.99441413223141
X5SF11,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,1.6,0.0791,0.0392,3.073488692,0.495575221238938,78.40532377551021
X5SF12,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,2,0.0291,0.0155,1.262488443,0.5326460481099656,81.45086729032259
1,X4C,ridge,4,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,2.7,0.059,0.0211,2.547,0.3576271186440678,120.71090047393365
2,X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.5,0.0401,0.0191,1.061,0.47630922693266836,55.54973821989529
3,X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.9,0.0581,0.0306,NA,0.5266781411359724,NA
4,X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,1.2,0.0588,0.0291,NA,0.4948979591836735,NA
5,X4C,ridge,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.2,0.1196,0.0444,NA,0.37123745819397996,NA
6,X4C,ridge,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,1.9,0.0771,0.0294,NA,0.38132295719844356,NA
7,X4C,ridge,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,0.3,0.1508,0.0614,NA,0.4071618037135279,NA
8,X4C,ridge,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,2.9,0.056,0.0141,NA,0.2517857142857143,NA
9,X4C,ridge,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,3.1,0.2526,0.0556,11.148,0.220110847189232,200.50359712230215
10,X4C,ridge,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,3.1,0.1522,0.0353,6.428,0.2319316688567674,182.09631728045326
11,X4C,ridge,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,3.5,0.1476,0.0362,4.659,0.24525745257452575,128.70165745856352
12,X4C,ridge,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,2.6,0.0927,0.0276,3.281,0.29773462783171517,118.8768115942029
13,X4C,ridge,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,3.4,0.1305,0.0365,4.405,0.2796934865900383,120.68493150684932
14,X4SF,ridge,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,4.9,0.1252,0.0431,4.907,0.3442492012779553,113.85150812064965
15,X4SF,ridge,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,2.2,0.158,0.0582,6.838,0.36835443037974686,117.4914089347079
16,X4SF,ridge,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,2.5,0.166,0.0819,6.382,0.4933734939759036,77.92429792429792
17,X4SF,ridge,4,snowfence,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,1.5,0.0538,0.0239,0.899,0.4442379182156134,37.61506276150627
18,X4SF,ridge,4,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,6.4,0.0553,0.0196,2.086,0.35443037974683544,106.42857142857143
19,X4SF,ridge,4,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,7.9,0.0487,0.0171,1.876,0.351129363449692,109.70760233918128
20,X4SF,ridge,4,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,6.4,0.0414,0.015,1.687,0.36231884057971014,112.46666666666667
21,X4SF,ridge,4,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.6,0.0374,0.0169,0.946,0.4518716577540106,55.97633136094675
22,X4SF,ridge,4,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,1.1,0.0432,0.0295,1.083,0.6828703703703703,36.71186440677966
23,X4SF,ridge,4,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,1.2,0.0355,0.02,0.838,0.5633802816901409,41.9
24,X3SF,ridge,3,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,6.4,0.1172,0.0377,3.118,0.3216723549488054,82.70557029177719
25,X3SF,ridge,3,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,7.3,0.1143,0.0377,3.578,0.32983377077865267,94.90716180371354
26,X3SF,ridge,3,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,9,0.1206,0.0407,3.412,0.33747927031509123,83.83292383292383
27,X3SF,ridge,3,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,1,0.047,0.0226,1.052,0.4808510638297872,46.548672566371685
28,X3SF,ridge,3,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.7,0.0495,0.0241,1.143,0.48686868686868684,47.427385892116185
29,X3SF,ridge,3,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,1.2,0.0474,0.0239,1.203,0.5042194092827005,50.33472803347281
30,E5C,heath,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,4,0.1271,0.0514,4.963,0.4044059795436664,96.55642023346303
31,E5C,heath,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,2.6,0.1241,0.0522,4.868,0.42062852538275586,93.25670498084291
32,E5C,heath,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.2,0.092,0.0367,3.461,0.3989130434782609,94.3051771117166
33,E5C,heath,5,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,16.6,0.0952,0.04,4.938,0.42016806722689076,123.44999999999999
34,E5C,heath,5,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,19.4,0.1528,0.0616,10.467,0.40314136125654454,169.91883116883116
35,E5C,heath,5,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,19.5,0.0619,0.0248,3.441,0.40064620355411956,138.75
36,E5C,heath,5,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,1.9,0.0305,0.0138,1.167,0.4524590163934426,84.56521739130436
37,E5C,heath,5,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,3.3,0.083,0.043,2.363,0.5180722891566264,54.95348837209303
38,E5C,heath,5,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,2.3,0.047,0.0232,1.438,0.49361702127659574,61.98275862068966
39,E5SF,heath,5,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,5.7,0.0615,0.0158,2.247,0.2569105691056911,142.2151898734177
40,E5SF,heath,5,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,2.4,0.035,0.0101,1.14,0.28857142857142853,112.87128712871286
41,E5SF,heath,5,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,2.4,0.0113,0.0021,0.45,0.18584070796460178,214.2857142857143
42,E5SF,heath,5,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,31.2,0.1495,0.0575,10.513,0.38461538461538464,182.83478260869563
43,E5SF,heath,5,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,14.6,0.1778,0.0647,11.871,0.3638920134983126,183.47758887171562
44,E5SF,heath,5,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,14.3,0.124,0.0487,6.85,0.392741935483871,140.6570841889117
45,E5SF,heath,5,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,11.3,0.1558,0.0591,7.705,0.3793324775353017,130.37225042301185
46,E5SF,heath,5,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,9.9,0.1792,0.0662,8.977,0.36941964285714285,135.60422960725077
47,E5SF,heath,5,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,7,0.0775,0.0273,4.224,0.35225806451612907,154.72527472527472
48,E5SF,heath,5,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,7.4,0.2487,0.0542,7.226,0.2179332529151588,133.3210332103321
49,E5SF,heath,5,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,4.8,0.4585,0.0944,12.711,0.20588876772082879,134.65042372881356
50,E5SF,heath,5,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,7.8,0.404,0.0961,9.592,0.23787128712871286,99.81269510926118
51,E5SF,heath,5,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,2.3,0.1277,0.0566,3.867,0.4432263116679718,68.32155477031803
52,E5SF,heath,5,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,4.4,0.0929,0.0444,3.383,0.4779332615715824,76.19369369369369
53,E5SF,heath,5,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,1.2,0.0364,0.013,1.11,0.3571428571428571,85.3846153846154
54,E5SF,heath,5,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,4.1,0.1311,0.0433,5.726,0.3302822273073989,132.24018475750577
55,E5SF,heath,5,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,3.4,0.1731,0.0553,6.749,0.3194685153090699,122.04339963833634
56,E5SF,heath,5,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,3.9,0.273,0.0949,10.51,0.3476190476190476,110.7481559536354
57,E5SF,heath,5,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,74,0.8004,0.289,27.859,0.3610694652673663,96.39792387543254
58,E5SF,heath,5,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,3.2,0.4711,0.1882,18.86,0.39949055402250055,100.2125398512221
59,E5SF,heath,5,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,41.5,0.5231,0.2107,20.191,0.4027910533358822,95.828191741813
60,E5SF,heath,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,3.1,0.1123,0.0385,3.718,0.3428317008014248,96.57142857142857
61,E5SF,heath,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,4.5,0.0752,0.0256,2.665,0.3404255319148936,104.1015625
62,E5SF,heath,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,2,0.0369,0.0094,1.503,0.25474254742547425,159.89361702127658
63,E5SF,heath,5,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,4.1,0.0543,0.015,2.792,0.2762430939226519,186.13333333333333
64,E5SF,heath,5,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,2.8,0.084,0.02,3.124,0.23809523809523808,156.2
65,E4SF,heath,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,6,0.141,0.0577,5.942,0.4092198581560284,102.98093587521664
66,E4SF,heath,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,5.6,0.2124,0.0797,9.557,0.3752354048964218,119.91217063989964
67,E4SF,heath,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,4.4,0.0871,0.0264,4.501,0.3030998851894374,170.49242424242425
68,E4SF,heath,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,8.8,0.3711,0.0914,11.382,0.2462947992454864,124.52954048140045
69,E4SF,heath,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,11.4,0.4246,0.1005,11.68,0.23669335845501652,116.2189054726368
70,E4SF,heath,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,8.4,0.2027,0.0505,6.783,0.2491366551554021,134.31683168316832
71,E4SF,heath,4,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,7.8,0.0459,0.0191,1.992,0.4161220043572984,104.29319371727749
72,E4SF,heath,4,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,10.3,0.0853,0.0359,3.808,0.4208675263774912,106.07242339832868
73,E4SF,heath,4,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,9.6,0.0413,0.0183,1.415,0.44309927360774815,77.3224043715847
74,E4SF,heath,4,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,42,0.2665,0.1022,9.861,0.3834896810506566,96.48727984344423
75,E4SF,heath,4,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,23,0.3541,0.1406,13.568,0.39706297656029366,96.50071123755333
76,E4SF,heath,4,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,57,0.5179,0.201,17.968,0.3881058119328056,89.39303482587064
77,E4SF,heath,4,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,20,0.1123,0.0452,6.193,0.402493321460374,137.0132743362832
78,E4SF,heath,4,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,18.2,0.0682,0.0284,3.21,0.41642228739002934,113.0281690140845
79,E4SF,heath,4,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,17.5,0.1584,0.0584,10.641,0.3686868686868687,182.20890410958904
80,E4SF,heath,4,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,14.3,0.325,0.0913,11.374,0.28092307692307694,124.57831325301204
81,E4SF,heath,4,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,7.5,0.1614,0.0452,5.33,0.28004956629491945,117.9203539823009
82,E4SF,heath,4,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,11.5,0.2764,0.0766,6.593,0.2771345875542692,86.0704960835509
83,E4SF,heath,4,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,13,0.2394,0.0883,11.633,0.3688387635756057,131.7440543601359
84,E4SF,heath,4,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,14.5,0.2296,0.0875,10.856,0.38109756097560976,124.06857142857143
85,E4SF,heath,4,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,17,0.1419,0.0484,9.286,0.34108527131782945,191.8595041322314
86,E4SF,heath,4,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,5.4,0.0871,0.024,3.246,0.2755453501722159,135.25
87,E4SF,heath,4,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,5,0.0777,0.0178,3.16,0.22908622908622908,177.52808988764045
88,E4SF,heath,4,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,3.7,0.1046,0.0258,4.545,0.24665391969407266,176.1627906976744
89,E4SF,heath,4,snowfence,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,4.2,0.0507,0.0183,2.434,0.3609467455621302,133.00546448087434
90,X5C,ridge,5,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,1.5,0.039,0.0201,0.854,0.5153846153846153,42.48756218905473
91,X5C,ridge,5,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.7,0.0525,0.0264,1.184,0.5028571428571429,44.848484848484844
92,X5C,ridge,5,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.6,0.0601,0.0326,1.385,0.5424292845257903,42.48466257668712
93,X5C,ridge,5,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,2.7,0.0678,0.0267,2.604,0.3938053097345133,97.52808988764045
94,X5C,ridge,5,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,1.9,0.07,0.0295,2.154,0.4214285714285714,73.01694915254238
95,X5C,ridge,5,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,3.1,0.0837,0.0329,2.663,0.3930704898446834,80.94224924012158
96,X5C,ridge,5,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,2.5,0.0434,0.0243,0.709,0.5599078341013825,29.17695473251029
97,X5C,ridge,5,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,1.4,0.0281,0.0117,0.56,0.41637010676156583,47.863247863247864
98,X5C,ridge,5,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,1.7,0.0498,0.0148,0.971,0.29718875502008035,65.6081081081081
99,X5C,ridge,5,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,1.9,0.0847,0.029,2.746,0.3423848878394333,94.6896551724138
100,X5C,ridge,5,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,1.5,0.0462,0.0185,1.476,0.4004329004329004,79.78378378378379
101,X5C,ridge,5,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,1,0.0276,0.0107,0.994,0.38768115942028986,92.89719626168225
102,X5SF,ridge,5,snowfence,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,2.8,0.0471,0.0184,1.436,0.3906581740976645,78.04347826086956
103,X5SF,ridge,5,snowfence,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,1.8,0.0362,0.0156,NA,0.43093922651933697,NA
104,X5SF,ridge,5,snowfence,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,2.3,0.052,0.0201,1.501,0.38653846153846155,74.67661691542288
105,X5SF,ridge,5,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,1.8,0.0314,0.0193,0.873,0.6146496815286625,45.233160621761655
106,X5SF,ridge,5,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,1.7,0.0499,0.0261,1.163,0.5230460921843688,44.559386973180075
107,X5SF,ridge,5,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.8,0.053,0.0295,NA,0.5566037735849056,NA
108,X5SF,ridge,5,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,4.6,0.0284,0.0108,1.04,0.38028169014084506,96.29629629629629
109,E4C,heath,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,3.2,0.0712,0.0321,1.844,0.45084269662921345,57.44548286604362
110,E4C,heath,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,4.7,0.0616,0.0183,1.965,0.29707792207792205,107.37704918032787
111,X5SF,ridge,5,snowfence,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,1,0.0436,0.0206,0.836,0.4724770642201835,40.582524271844655
112,X5SF,ridge,5,snowfence,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,0.8,0.0582,0.0274,0.913,0.47079037800687284,33.32116788321168
113,X5SF,ridge,5,snowfence,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,0.5,0.0415,0.0195,0.804,0.4698795180722891,41.23076923076923
114,X5SF,ridge,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,1.2,0.0261,0.0108,0.811,0.41379310344827586,75.0925925925926
115,X5SF,ridge,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,1.4,0.0244,0.01,0.936,0.40983606557377045,93.60000000000001
116,E4C,heath,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,5.4,0.0959,0.0312,2.197,0.32533889468196037,70.41666666666667
117,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.1,0.0841,0.0256,3.52,0.3043995243757432,137.5
118,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.6,0.1358,0.0465,5.737,0.34241531664212077,123.3763440860215
119,E4C,heath,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,7.5,0.1894,0.0614,6.609,0.324181626187962,107.63843648208469
120,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,5.8,0.1886,0.0356,9.51,0.1887592788971368,267.13483146067415
121,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,6.3,0.0786,0.0172,4.558,0.2188295165394402,265
122,E4C,heath,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,5.6,0.098,0.0216,5.555,0.22040816326530613,257.1759259259259
123,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,9,0.4323,0.088,10.777,0.2035623409669211,122.4659090909091
124,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,7.7,0.2118,0.0538,6.254,0.25401322001888577,116.24535315985129
125,E4C,heath,4,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,7.5,0.1001,0.0249,3.384,0.24875124875124874,135.90361445783134
126,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,12.6,0.0836,0.0295,5.057,0.35287081339712917,171.42372881355934
127,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,15.2,0.0884,0.0354,5.381,0.40045248868778277,152.00564971751413
128,E4C,heath,4,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,20.5,0.0511,0.0179,2.918,0.350293542074364,163.01675977653633
129,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,9.4,0.1131,0.0383,6.221,0.3386383731211317,162.42819843342036
130,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,9.5,0.125,0.0404,7.076,0.3232,175.14851485148515
131,E4C,heath,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,11.3,0.1413,0.0484,7.784,0.3425336164189667,160.82644628099175
132,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,5.2,0.0594,0.0191,1.927,0.32154882154882153,100.89005235602095
133,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,6.7,0.1443,0.0454,4.385,0.3146223146223146,96.58590308370043
