ID,plot,habitat,site,treatment,spec,species,genus,family,group,trait,trait_value
301,E1SF,heath,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,fweight,0.12516666666666668
301,E1SF,heath,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,leafa,5.4206666666666665
301,E1SF,heath,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,LDMC,0.3367157197316509
301,E1SF,heath,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,SLA,126.79403462510243
301,E1SF,heath,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,wN,1.39
301,E1SF,heath,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,d15N,-7.87
301,E1SF,heath,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,wC,44.65
301,E1SF,heath,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,d13C,-29.12
301,E1SF,heath,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,CN_ratio,32.12230216
144,X1C,ridge,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,height,3.1
144,X1C,ridge,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,dweight,0.0349
144,X1C,ridge,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,fweight,0.08410000000000001
144,X1C,ridge,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,leafa,NA
144,X1C,ridge,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,LDMC,0.41958132163785794
144,X1C,ridge,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,SLA,NA
144,X1C,ridge,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,wN,1.29
144,X1C,ridge,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,d15N,0.03
144,X1C,ridge,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,wC,49.44
144,X1C,ridge,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,d13C,-30.21
144,X1C,ridge,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,CN_ratio,38.3255814
175,X1C,ridge,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,height,2.8
175,X1C,ridge,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,dweight,0.031033333333333333
175,X1C,ridge,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,fweight,0.06709999999999999
175,X1C,ridge,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,leafa,2.167
175,X1C,ridge,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,LDMC,0.4625945488411321
175,X1C,ridge,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,SLA,70.32080610021787
175,X1C,ridge,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,wN,0.74
175,X1C,ridge,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,d15N,-6.74
175,X1C,ridge,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,wC,50.9
175,X1C,ridge,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,d13C,-30.56
175,X1C,ridge,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,CN_ratio,68.78378378
97,X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,height,0.8666666666666667
97,X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,dweight,0.03033333333333333
97,X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,fweight,0.059133333333333336
97,X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,leafa,1.3163333333333334
97,X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,LDMC,0.5199199285810043
97,X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,SLA,43.48904504238718
97,X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,wN,0.73
97,X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,d15N,-6.31
97,X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,wC,54.06
97,X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,d13C,-29.04
97,X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,CN_ratio,74.05479452
302,X1C,ridge,1,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,height,0.8666666666666667
302,X1C,ridge,1,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,dweight,0.032966666666666665
302,X1C,ridge,1,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,fweight,0.07266666666666667
302,X1C,ridge,1,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,leafa,1.391
302,X1C,ridge,1,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,LDMC,0.4539472361647622
302,X1C,ridge,1,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,SLA,41.949474348307035
302,X1C,ridge,1,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,wN,0.83
302,X1C,ridge,1,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,d15N,-5.07
302,X1C,ridge,1,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,wC,47.44
302,X1C,ridge,1,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,d13C,-28.85
302,X1C,ridge,1,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,CN_ratio,57.15662651
303,X1SF,ridge,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,height,3.5
303,X1SF,ridge,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,dweight,0.037066666666666664
303,X1SF,ridge,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,fweight,0.08016666666666666
303,X1SF,ridge,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,leafa,2.531
303,X1SF,ridge,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,LDMC,0.4604172294011043
303,X1SF,ridge,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,SLA,68.86404274814112
303,X1SF,ridge,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,wN,1.22
303,X1SF,ridge,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,d15N,0.16
303,X1SF,ridge,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,wC,45.45
303,X1SF,ridge,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,d13C,-30.51
303,X1SF,ridge,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,CN_ratio,37.25409836
91,X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,height,1.4333333333333333
91,X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,dweight,0.038233333333333334
91,X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,fweight,0.0733
91,X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,leafa,1.66
91,X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,LDMC,0.5205270442340696
91,X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,SLA,44.13030546758491
91,X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,wN,0.69
91,X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,d15N,-6.95
91,X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,wC,53.92
91,X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,d13C,-29.49
91,X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,CN_ratio,78.14492754
269,X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,height,9.533333333333333
269,X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,dweight,0.05376666666666667
269,X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,fweight,0.14783333333333334
269,X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,leafa,5.090333333333334
269,X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,LDMC,0.36417302008384134
269,X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,SLA,100.94502607500185
269,X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,wN,1.53
269,X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,d15N,0.39
269,X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,wC,46.41
269,X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,d13C,-27.61
269,X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,CN_ratio,30.33333333
194,D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,height,17.2
194,D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,dweight,0.1022
194,D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,fweight,0.2375
194,D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,leafa,9.401666666666667
194,D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,LDMC,0.43277062555543394
194,D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,SLA,92.11503183647415
194,D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,wN,1.5
194,D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,d15N,-0.69
194,D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,wC,52.23
194,D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,d13C,-29.19
194,D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,CN_ratio,34.82
304,D3SF,meadow,3,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,height,8
304,D3SF,meadow,3,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,dweight,0.0269
304,D3SF,meadow,3,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,fweight,0.1121
304,D3SF,meadow,3,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,leafa,3.244333333333333
304,D3SF,meadow,3,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,LDMC,0.2435919534895644
304,D3SF,meadow,3,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,SLA,121.16982506714032
304,D3SF,meadow,3,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,wN,2.89
304,D3SF,meadow,3,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,d15N,-2.49
304,D3SF,meadow,3,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,wC,47.68
304,D3SF,meadow,3,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,d13C,-26.66
304,D3SF,meadow,3,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,CN_ratio,16.4982699
112,D3SF,meadow,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,height,9
112,D3SF,meadow,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,dweight,0.0295
112,D3SF,meadow,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,fweight,0.07796666666666667
112,D3SF,meadow,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,leafa,4.809
112,D3SF,meadow,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,LDMC,0.38142132802564266
112,D3SF,meadow,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,SLA,163.1798922845849
112,D3SF,meadow,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,wN,2.35
112,D3SF,meadow,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,d15N,1.25
112,D3SF,meadow,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,wC,46.05
112,D3SF,meadow,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,d13C,-26.94
112,D3SF,meadow,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,CN_ratio,19.59574468
100,D3SF,meadow,3,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,height,4.733333333333333
100,D3SF,meadow,3,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,dweight,0.006166666666666667
100,D3SF,meadow,3,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,fweight,0.019133333333333336
100,D3SF,meadow,3,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,leafa,0.6846666666666666
100,D3SF,meadow,3,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,LDMC,0.3243104903482262
100,D3SF,meadow,3,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,SLA,115.4800584204022
100,D3SF,meadow,3,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,wN,1.73
100,D3SF,meadow,3,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,d15N,0.52
100,D3SF,meadow,3,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,wC,47.17
100,D3SF,meadow,3,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,d13C,-28.6
100,D3SF,meadow,3,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,CN_ratio,27.26589595
230,D3SF,meadow,3,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,height,8.533333333333333
230,D3SF,meadow,3,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,dweight,0.035866666666666665
230,D3SF,meadow,3,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,fweight,0.10796666666666667
230,D3SF,meadow,3,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,leafa,5.855333333333333
230,D3SF,meadow,3,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,LDMC,0.3326459178093499
230,D3SF,meadow,3,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,SLA,166.43408967776546
230,D3SF,meadow,3,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,wN,2.07
230,D3SF,meadow,3,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,d15N,0.08
230,D3SF,meadow,3,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,wC,45.34
230,D3SF,meadow,3,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,d13C,-29.24
230,D3SF,meadow,3,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,CN_ratio,21.90338164
221,D3SF,meadow,3,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,height,8.3
221,D3SF,meadow,3,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,dweight,0.0396
221,D3SF,meadow,3,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,fweight,0.1238
221,D3SF,meadow,3,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,leafa,4.884333333333333
221,D3SF,meadow,3,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,LDMC,0.3274580052774627
221,D3SF,meadow,3,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,SLA,125.57011816113177
221,D3SF,meadow,3,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,wN,1.85
221,D3SF,meadow,3,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,d15N,-0.37
221,D3SF,meadow,3,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,wC,45.87
221,D3SF,meadow,3,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,d13C,-28.54
221,D3SF,meadow,3,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,CN_ratio,24.79459459
265,D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,height,2.3666666666666667
265,D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,dweight,0.0109
265,D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,fweight,0.0388
265,D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,leafa,1.514
265,D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,LDMC,0.2701186282718847
265,D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,SLA,147.2870669712775
265,D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,wN,NA
265,D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,d15N,NA
265,D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,wC,NA
265,D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,d13C,NA
265,D3SF,meadow,3,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,CN_ratio,NA
307,D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,height,5.4
307,D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,dweight,0.020966666666666665
307,D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,fweight,0.054
307,D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,leafa,1.7826666666666666
307,D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,LDMC,0.38194784858897723
307,D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,SLA,85.73837074956896
307,D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,wN,1.66
307,D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,d15N,-7.36
307,D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,wC,52.85
307,D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,d13C,-26.52
307,D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,CN_ratio,31.8373494
135,D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,height,12.7
135,D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,dweight,0.0721
135,D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,fweight,0.1887
135,D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,leafa,5.638333333333334
135,D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,LDMC,0.38646324954584665
135,D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,SLA,77.75608395724967
135,D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,wN,2.05
135,D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,d15N,-0.57
135,D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,wC,47.15
135,D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,d13C,-27.38
135,D3SF,meadow,3,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,CN_ratio,23
306,D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,height,9.5
306,D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,dweight,0.0176
306,D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,fweight,0.05173333333333333
306,D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,leafa,1.486
306,D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,LDMC,0.3341562881446525
306,D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,SLA,85.26367816091954
306,D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,wN,1.96
306,D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,d15N,1.02
306,D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,wC,47.7
306,D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,d13C,-28.88
306,D3SF,meadow,3,snowfence,Erivag,Eriophorum vaginatum,Eriophorum,Cyperaceae,G,CN_ratio,24.33673469
308,D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,height,0.6333333333333333
308,D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,dweight,0.005366666666666666
308,D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,fweight,0.0628
308,D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,leafa,NA
308,D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,LDMC,0.08465573669679055
308,D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,SLA,NA
308,D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,wN,NA
308,D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,d15N,NA
308,D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,wC,NA
308,D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,d13C,NA
308,D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,CN_ratio,NA
309,D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,height,2.1666666666666665
309,D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,dweight,0.018833333333333334
309,D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,fweight,0.04643333333333333
309,D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,leafa,1.7483333333333333
309,D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,LDMC,0.40877966484279565
309,D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,SLA,93.59467175596207
309,D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,wN,1.17
309,D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,d15N,2.41
309,D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,wC,39.18
309,D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,d13C,-27.4
309,D3SF,meadow,3,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,CN_ratio,33.48717949
113,D3C,meadow,3,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,height,6.6
113,D3C,meadow,3,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,dweight,0.027266666666666665
113,D3C,meadow,3,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,fweight,0.0813
113,D3C,meadow,3,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,leafa,5.125666666666667
113,D3C,meadow,3,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,LDMC,0.34003962571318097
113,D3C,meadow,3,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,SLA,187.48654786862335
113,D3C,meadow,3,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,wN,1.62
113,D3C,meadow,3,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,d15N,-1.09
113,D3C,meadow,3,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,wC,44.28
113,D3C,meadow,3,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,d13C,-29.51
113,D3C,meadow,3,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,CN_ratio,27.33333333
101,D3C,meadow,3,control,Cardio,Carex dioica,Carex,Cyperaceae,G,height,3.7
101,D3C,meadow,3,control,Cardio,Carex dioica,Carex,Cyperaceae,G,dweight,0.008233333333333334
101,D3C,meadow,3,control,Cardio,Carex dioica,Carex,Cyperaceae,G,fweight,0.023833333333333335
101,D3C,meadow,3,control,Cardio,Carex dioica,Carex,Cyperaceae,G,leafa,1.089
101,D3C,meadow,3,control,Cardio,Carex dioica,Carex,Cyperaceae,G,LDMC,0.3447318502342038
101,D3C,meadow,3,control,Cardio,Carex dioica,Carex,Cyperaceae,G,SLA,134.3894876142869
101,D3C,meadow,3,control,Cardio,Carex dioica,Carex,Cyperaceae,G,wN,1.64
